arrival_date,lead_time,stay_length,total_guests,avg_daily_rate,is_canceled,has_special_requests,has_parking,is_OTA,previous_cancellations,cancel_risk_score,risk_level,market_segment_Aviation,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline_TA_TO,market_segment_Online_TA,market_segment_Undefined,distribution_channel_Corporate,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA_TO,distribution_channel_Undefined
2016-07-01,68,4,2,97.0,False,True,False,True,0,-0.5630936227951153,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-01,37,4,2,97.5,False,False,False,True,0,-0.37991858887381275,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-01,12,1,2,88.2,False,False,False,True,0,-0.09348710990502035,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-01,0,1,2,107.42,False,False,False,False,0,-0.30000000000000004,Very Low,0,0,True,False,0,False,False,0,True,False,0,False,0
2016-07-01,7,4,2,153.0,False,True,False,False,0,-0.796200814111262,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-01,37,5,1,97.29,False,True,False,True,0,-0.5799185888738128,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-01,72,6,2,84.67,False,True,False,False,0,-0.9609226594301221,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-01,72,6,2,84.67,False,True,False,False,0,-0.9609226594301221,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-01,72,6,2,99.67,False,True,False,False,0,-0.9609226594301221,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-01,127,7,2,94.95,False,True,False,True,0,-0.8310719131614654,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-01,78,7,2,63.6,False,False,True,True,0,-0.7576662143826323,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-01,48,7,2,79.5,False,False,False,True,0,-0.6739484396200814,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-01,60,7,2,107.0,True,True,False,True,0,-0.8674355495251018,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-01,77,7,2,94.0,False,False,False,True,0,-0.6582089552238808,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-01,99,7,2,87.3,False,True,True,True,0,-0.946268656716418,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-01,118,14,1,62.0,False,True,False,False,0,-1.6359565807327003,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-01,95,15,2,63.86,False,False,False,True,0,-1.4484396200814111,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-01,96,10,2,108.3,True,True,False,False,0,-1.3478968792401629,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-02,69,6,2,65.5,False,False,False,True,0,-0.5625508819538672,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-02,45,4,3,108.8,True,True,False,True,0,-0.6755766621438264,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,40,4,3,108.8,True,True,False,True,0,-0.6782903663500679,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,15,4,2,98.0,False,False,False,True,0,-0.39185888738127544,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,36,4,3,108.8,False,True,False,True,0,-0.6804613297150612,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,43,4,3,108.8,True,False,False,True,0,-0.47666214382632294,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,70,5,2,137.0,False,True,False,False,0,-0.8620081411126188,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-02,45,5,2,117.81,True,False,False,True,0,-0.4755766621438264,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,45,5,2,79.5,False,False,False,True,0,-0.4755766621438264,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-02,16,5,2,123.0,False,False,False,False,0,-0.6913161465400272,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-02,70,5,2,137.0,False,True,False,False,0,-0.8620081411126188,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-02,107,7,2,110.7,False,True,False,True,0,-0.8419267299864315,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,47,7,4,153.0,True,False,False,True,0,-0.87449118046133,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,96,7,2,58.95,False,True,False,True,0,-0.8478968792401629,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-02,113,7,2,82.88,False,True,False,True,0,-0.8386702849389418,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-02,90,7,2,82.35,False,False,False,True,0,-0.6511533242876528,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-02,50,7,2,119.35,False,True,False,True,0,-0.8728629579375848,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,113,7,2,67.58,False,True,False,True,0,-0.8386702849389418,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-02,93,11,2,56.01,False,False,False,True,0,-1.0495251017639078,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-02,76,14,2,110.7,False,False,False,True,0,-1.3587516960651291,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-02,3,1,2,88.2,False,False,True,True,0,-0.19837177747625506,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,1,1,2,147.0,False,False,True,True,0,-0.19945725915875173,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,1,1,4,107.0,False,True,True,False,0,-0.7994572591587518,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-02,0,1,2,147.0,False,False,False,False,0,-0.30000000000000004,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-02,0,1,2,117.9,False,True,False,True,0,-0.3,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,0,1,2,123.0,False,False,False,False,0,-0.30000000000000004,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-02,14,2,2,98.0,False,True,False,True,0,-0.3924016282225237,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,10,2,2,117.81,False,False,False,True,0,-0.194572591587517,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,5,2,2,135.0,False,True,True,True,0,-0.49728629579375855,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-02,17,3,2,133.0,False,True,False,False,0,-0.6907734056987789,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-02,93,3,2,58.95,False,False,False,True,0,-0.2495251017639078,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-02,3,3,2,136.33,True,True,False,True,0,-0.4983717774762552,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,10,2,4,153.0,False,False,True,True,0,-0.49457259158751693,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,3,2,2,110.5,False,False,False,True,0,-0.19837177747625506,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,51,2,2,97.0,False,False,False,True,0,-0.1723202170963365,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,71,2,3,110.3,True,True,False,True,0,-0.46146540027137045,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-03,63,2,2,82.0,True,True,False,True,0,-0.3658073270013568,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,62,2,2,97.0,True,True,False,True,0,-0.3663500678426052,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,101,2,2,73.8,True,True,False,True,0,-0.3451831750339213,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,2,2,2,91.5,False,False,False,True,0,-0.1989145183175034,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-03,15,2,2,114.5,False,False,False,True,0,-0.1918588873812755,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,51,2,3,110.3,True,False,False,True,0,-0.2723202170963365,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,3,3,2,90.9,False,False,True,True,0,-0.39837177747625513,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,48,3,2,123.0,True,False,False,True,0,-0.2739484396200815,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,2,4,1,122.0,False,False,False,True,0,-0.29891451831750343,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,72,4,2,110.7,False,False,True,True,0,-0.4609226594301222,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-03,81,8,3,85.86,False,False,False,True,0,-0.8560379918588874,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-03,99,9,2,58.95,False,False,False,True,0,-0.8462686567164179,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-03,368,10,2,55.68,True,False,False,True,0,-0.8002713704206241,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-03,364,10,2,55.68,False,False,False,True,0,-0.8024423337856175,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-03,81,10,2,124.0,True,True,False,False,0,-1.3560379918588874,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
2016-07-03,99,10,2,111.15,False,False,False,True,0,-0.946268656716418,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-03,324,14,2,134.73,False,False,False,True,0,-1.2241519674355497,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-03,69,14,2,92.45,False,True,False,True,0,-1.5625508819538672,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,79,21,3,108.73,True,True,False,True,0,-2.3571234735413844,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-03,12,1,2,73.8,False,False,False,True,0,-0.09348710990502035,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,9,1,2,98.0,False,True,True,True,0,-0.39511533242876534,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,1,1,2,131.0,False,True,False,True,0,-0.2994572591587517,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,21,1,2,123.0,False,False,False,True,0,-0.08860244233378561,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,9,1,2,94.71,False,False,False,True,0,-0.0951153324287653,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,109,1,2,123.0,False,True,False,True,0,-0.24084124830393489,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,109,2,2,123.0,True,True,False,True,0,-0.34084124830393486,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,72,2,2,73.8,True,True,False,True,0,-0.3609226594301222,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,63,7,2,117.0,True,True,False,True,0,-0.8658073270013569,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,63,7,3,196.54,False,True,False,True,0,-0.965807327001357,Very Low,0,0,False,False,0,True,False,0,False,False,0,True,0
2016-07-03,101,7,3,99.3,False,True,True,True,0,-1.0451831750339216,Very Low,0,0,False,False,0,False,True,0,False,False,0,True,0
2016-07-03,102,7,2,90.95,False,False,False,False,0,-0.844640434192673,Very Low,0,0,False,True,0,False,False,0,False,True,0,False,0
